city,main,temp,feels_like,humidity,wind_speed,dt
Delhi,Haze,23.05000000000001,23.32000000000005,73,0.0,1729378391
Mumbai,Mist,24.99000000000001,25.840000000000032,88,1.54,1729378664
Chennai,Rain,27.310000000000002,32.150000000000034,94,2.06,1729378081
Bangalore,Rain,20.78000000000003,21.390000000000043,95,1.64,1729378871
Kolkata,Mist,24.970000000000027,25.980000000000018,94,2.06,1729378231
Hyderabad,Mist,22.730000000000018,23.510000000000048,94,2.06,1729378805
